2019-04-01,00:00:00,57
2019-04-01,00:00:10,57
2019-04-01,00:00:20,58
2019-04-01,00:00:25,61
2019-04-01,00:00:30,62
2019-04-01,00:00:40,63
2019-04-01,00:00:50,66
2019-04-01,00:00:55,63
2019-04-01,00:01:00,62
2019-04-01,00:01:05,59
2019-04-01,00:01:15,58
2019-04-01,00:01:20,58
2019-04-01,00:01:25,59
2019-04-01,00:01:40,59
2019-04-01,00:01:45,57
2019-04-01,00:01:51,57
2019-04-01,00:01:56,58
2019-04-01,00:02:01,57
2019-04-01,00:02:06,58
2019-04-01,00:02:21,59
2019-04-01,00:02:26,60
2019-04-01,00:02:31,62
2019-04-01,00:02:41,61
2019-04-01,00:02:46,60
2019-04-01,00:03:01,58
2019-04-01,00:03:06,57
2019-04-01,00:03:11,56
2019-04-01,00:03:21,57
2019-04-01,00:03:26,61
2019-04-01,00:03:31,62
2019-04-01,00:03:36,61
2019-04-01,00:03:41,62
2019-04-01,00:03:46,60
2019-04-01,00:03:51,59
2019-04-01,00:03:56,59
2019-04-01,00:04:01,58
2019-04-01,00:04:11,57
2019-04-01,00:04:21,56
2019-04-01,00:04:26,55
2019-04-01,00:04:31,56
2019-04-01,00:04:36,55
2019-04-01,00:04:41,56
2019-04-01,00:04:46,56
2019-04-01,00:04:51,58
2019-04-01,00:04:56,61
2019-04-01,00:05:01,60
2019-04-01,00:05:16,60
2019-04-01,00:05:26,57
2019-04-01,00:05:36,56
2019-04-01,00:05:41,56
2019-04-01,00:05:46,56
2019-04-01,00:05:51,57
2019-04-01,00:05:56,58
2019-04-01,00:06:01,59
2019-04-01,00:06:16,59
2019-04-01,00:06:26,58
2019-04-01,00:06:31,57
2019-04-01,00:06:36,56
2019-04-01,00:06:51,56
2019-04-01,00:07:01,55
2019-04-01,00:07:06,56
2019-04-01,00:07:11,57
2019-04-01,00:07:21,58
2019-04-01,00:07:26,59
2019-04-01,00:07:41,60
2019-04-01,00:07:56,59
2019-04-01,00:08:01,57
2019-04-01,00:08:06,57
2019-04-01,00:08:21,57
2019-04-01,00:08:26,57
2019-04-01,00:08:31,56
2019-04-01,00:08:46,56
2019-04-01,00:09:01,56
2019-04-01,00:09:06,57
2019-04-01,00:09:16,57
2019-04-01,00:09:31,58
2019-04-01,00:09:36,59
2019-04-01,00:09:51,59
2019-04-01,00:09:56,61
2019-04-01,00:10:01,62
2019-04-01,00:10:06,60
2019-04-01,00:10:11,58
2019-04-01,00:10:16,57
2019-04-01,00:10:21,56
2019-04-01,00:10:31,57
2019-04-01,00:10:36,58
2019-04-01,00:10:46,58
2019-04-01,00:10:51,57
2019-04-01,00:10:56,57
2019-04-01,00:11:06,57
2019-04-01,00:11:21,57
2019-04-01,00:11:31,58
2019-04-01,00:11:36,57
2019-04-01,00:11:41,56
2019-04-01,00:11:46,56
2019-04-01,00:11:52,56
2019-04-01,00:11:57,56
2019-04-01,00:12:12,56
2019-04-01,00:12:22,60
2019-04-01,00:12:27,62
2019-04-01,00:12:42,62
2019-04-01,00:12:57,61
2019-04-01,00:13:02,60
2019-04-01,00:13:07,60
2019-04-01,00:13:22,60
2019-04-01,00:13:37,60
2019-04-01,00:13:52,60
2019-04-01,00:14:02,59
2019-04-01,00:14:07,60
2019-04-01,00:14:17,61
2019-04-01,00:14:27,62
2019-04-01,00:14:37,61
2019-04-01,00:14:42,59
2019-04-01,00:14:47,58
2019-04-01,00:14:52,57
2019-04-01,00:15:07,57
2019-04-01,00:15:22,57
2019-04-01,00:15:37,57
2019-04-01,00:15:42,55
2019-04-01,00:15:47,54
2019-04-01,00:15:52,53
2019-04-01,00:16:07,54
2019-04-01,00:16:12,54
2019-04-01,00:16:27,55
2019-04-01,00:16:32,56
2019-04-01,00:16:47,56
2019-04-01,00:17:02,56
2019-04-01,00:17:07,55
2019-04-01,00:17:22,56
2019-04-01,00:17:27,58
2019-04-01,00:17:37,59
2019-04-01,00:17:42,61
2019-04-01,00:17:47,66
2019-04-01,00:17:52,65
2019-04-01,00:17:57,63
2019-04-01,00:18:02,61
2019-04-01,00:18:12,60
2019-04-01,00:18:22,61
2019-04-01,00:18:27,60
2019-04-01,00:18:37,58
2019-04-01,00:18:42,56
2019-04-01,00:18:47,56
2019-04-01,00:18:52,57
2019-04-01,00:18:57,56
2019-04-01,00:19:02,56
2019-04-01,00:19:12,58
2019-04-01,00:19:17,60
2019-04-01,00:19:22,60
2019-04-01,00:19:37,61
2019-04-01,00:19:42,61
2019-04-01,00:19:52,60
2019-04-01,00:20:07,60
2019-04-01,00:20:17,59
2019-04-01,00:20:22,58
2019-04-01,00:20:27,58
2019-04-01,00:20:37,59
2019-04-01,00:20:42,62
2019-04-01,00:20:47,68
2019-04-01,00:20:57,69
2019-04-01,00:21:07,70
2019-04-01,00:21:12,63
2019-04-01,00:21:27,63
2019-04-01,00:21:37,63
2019-04-01,00:21:42,64
2019-04-01,00:21:47,64
2019-04-01,00:21:52,65
2019-04-01,00:21:57,62
2019-04-01,00:22:02,62
2019-04-01,00:22:07,61
2019-04-01,00:22:12,59
2019-04-01,00:22:27,59
2019-04-01,00:22:32,61
2019-04-01,00:22:37,62
2019-04-01,00:22:42,62
2019-04-01,00:22:48,58
2019-04-01,00:22:53,56
2019-04-01,00:22:58,55
2019-04-01,00:23:03,55
2019-04-01,00:23:08,56
2019-04-01,00:23:13,57
2019-04-01,00:23:28,57
2019-04-01,00:23:33,58
2019-04-01,00:23:38,59
2019-04-01,00:23:43,60
2019-04-01,00:23:58,61
2019-04-01,00:24:03,60
2019-04-01,00:24:08,61
2019-04-01,00:24:13,60
2019-04-01,00:24:18,59
2019-04-01,00:24:33,59
2019-04-01,00:24:38,58
2019-04-01,00:24:53,60
2019-04-01,00:24:58,62
2019-04-01,00:25:13,62
2019-04-01,00:25:18,63
2019-04-01,00:25:33,63
2019-04-01,00:25:38,64
2019-04-01,00:25:43,65
2019-04-01,00:25:48,66
2019-04-01,00:25:53,67
2019-04-01,00:25:58,66
2019-04-01,00:26:03,65
2019-04-01,00:26:13,64
2019-04-01,00:26:18,63
2019-04-01,00:26:23,62
2019-04-01,00:26:28,61
2019-04-01,00:26:33,60
2019-04-01,00:26:43,61
2019-04-01,00:26:48,69
2019-04-01,00:26:53,70
2019-04-01,00:26:58,67
2019-04-01,00:27:03,68
2019-04-01,00:27:18,68
2019-04-01,00:27:23,62
2019-04-01,00:27:28,61
2019-04-01,00:27:33,59
2019-04-01,00:27:38,57
2019-04-01,00:27:53,57
2019-04-01,00:28:03,56
2019-04-01,00:28:18,56
2019-04-01,00:28:33,58
2019-04-01,00:28:38,57
2019-04-01,00:28:48,58
2019-04-01,00:28:53,60
2019-04-01,00:29:02,60
2019-04-01,00:29:17,60
2019-04-01,00:29:32,61
2019-04-01,00:29:37,60
2019-04-01,00:29:42,59
2019-04-01,00:29:47,58
2019-04-01,00:29:57,59
2019-04-01,00:30:02,58
2019-04-01,00:30:12,58
2019-04-01,00:30:27,59
2019-04-01,00:30:32,60
2019-04-01,00:30:47,59
2019-04-01,00:30:57,58
2019-04-01,00:31:07,57
2019-04-01,00:31:22,57
2019-04-01,00:31:27,58
2019-04-01,00:31:32,59
2019-04-01,00:31:42,60
2019-04-01,00:31:47,59
2019-04-01,00:31:52,58
2019-04-01,00:32:07,57
2019-04-01,00:32:22,57
2019-04-01,00:32:32,58
2019-04-01,00:32:47,57
2019-04-01,00:32:52,58
2019-04-01,00:33:07,60
2019-04-01,00:33:12,62
2019-04-01,00:33:17,62
2019-04-01,00:33:22,64
2019-04-01,00:33:27,63
2019-04-01,00:33:32,61
2019-04-01,00:33:47,62
2019-04-01,00:33:57,63
2019-04-01,00:34:02,64
2019-04-01,00:34:17,64
2019-04-01,00:34:27,65
2019-04-01,00:34:32,68
2019-04-01,00:34:37,72
2019-04-01,00:34:42,73
2019-04-01,00:34:47,71
2019-04-01,00:34:52,69
2019-04-01,00:34:57,68
2019-04-01,00:35:02,64
2019-04-01,00:35:07,60
2019-04-01,00:35:12,58
2019-04-01,00:35:27,59
2019-04-01,00:35:37,58
2019-04-01,00:35:42,55
2019-04-01,00:35:47,54
2019-04-01,00:35:57,54
2019-04-01,00:36:02,55
2019-04-01,00:36:07,56
2019-04-01,00:36:12,57
2019-04-01,00:36:22,56
2019-04-01,00:36:27,55
2019-04-01,00:36:32,54
2019-04-01,00:36:47,57
2019-04-01,00:36:57,58
2019-04-01,00:37:12,59
2019-04-01,00:37:27,59
2019-04-01,00:37:32,57
2019-04-01,00:37:37,56
2019-04-01,00:37:42,55
